AGE,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,BEHAVIOR,COUNT,POPULATION,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,PERCENT POPULATION AFFECTED
20+,0.2,0.2,0.2,Benign/Borderline,231,124879836,Female,Craniopharyngioma,2017,0.2,0.2,0.2,
20+,0.1,0.1,0.1,Malignant,113,109112165,Female,Diffuse astrocytoma,2004,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,130,110320645,Female,Diffuse astrocytoma,2005,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,94,111567226,Female,Diffuse astrocytoma,2006,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,133,112783993,Female,Diffuse astrocytoma,2007,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,130,114027722,Female,Diffuse astrocytoma,2008,0.1,0.1,0.1,
20+,0.1,0.2,0.1,Malignant,161,115293599,Female,Diffuse astrocytoma,2009,0.1,0.2,0.1,
20+,0.1,0.2,0.1,Malignant,162,116616265,Female,Diffuse astrocytoma,2010,0.1,0.2,0.1,
20+,0.1,0.1,0.1,Malignant,114,117908205,Female,Diffuse astrocytoma,2011,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,94,119171985,Female,Diffuse astrocytoma,2012,0.1,0.1,0.1,
20+,0,0.1,0.1,Malignant,71,120333643,Female,Diffuse astrocytoma,2013,0,0.1,0.1,
20+,0,0,0,Malignant,192,613253733,Female,Diffuse astrocytoma,2013-2017,0,0,0,
20+,0,0.1,0,Malignant,63,121537081,Female,Diffuse astrocytoma,2014,0,0.1,0.1,
20+,0,0,0,Malignant,35,122685213,Female,Diffuse astrocytoma,2015,0,0,0,
20+,0.1,0.1,0.1,Malignant,69,109112165,Female,Embryonal/primitive/medulloblastoma,2004,0,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,85,110320645,Female,Embryonal/primitive/medulloblastoma,2005,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,74,111567226,Female,Embryonal/primitive/medulloblastoma,2006,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,92,112783993,Female,Embryonal/primitive/medulloblastoma,2007,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,89,114027722,Female,Embryonal/primitive/medulloblastoma,2008,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,104,115293599,Female,Embryonal/primitive/medulloblastoma,2009,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,73,116616265,Female,Embryonal/primitive/medulloblastoma,2010,0,0.1,0.1,
20+,0,0.1,0.1,Malignant,69,117908205,Female,Embryonal/primitive/medulloblastoma,2011,0,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,81,119171985,Female,Embryonal/primitive/medulloblastoma,2012,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,88,120333643,Female,Embryonal/primitive/medulloblastoma,2013,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Malignant,355,613253733,Female,Embryonal/primitive/medulloblastoma,2013-2017,0.1,0.1,0.1,
20+,0,0.1,0.1,Malignant,73,121537081,Female,Embryonal/primitive/medulloblastoma,2014,0,0.1,0.1,
20+,0,0.1,0.1,Malignant,68,122685213,Female,Embryonal/primitive/medulloblastoma,2015,0,0.1,0.1,
20+,0,0.1,0.1,Malignant,63,123817960,Female,Embryonal/primitive/medulloblastoma,2016,0,0.1,0.1,
20+,0,0.1,0.1,Malignant,63,124879836,Female,Embryonal/primitive/medulloblastoma,2017,0,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,105,109112165,Female,Ependymoma variants,2004,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,120,110320645,Female,Ependymoma variants,2005,0.1,0.1,0.1,
20+,0.1,0.2,0.1,Benign/Borderline,149,111567226,Female,Ependymoma variants,2006,0.1,0.2,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,114,112783993,Female,Ependymoma variants,2007,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,110,114027722,Female,Ependymoma variants,2008,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,113,115293599,Female,Ependymoma variants,2009,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,122,116616265,Female,Ependymoma variants,2010,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,118,117908205,Female,Ependymoma variants,2011,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,130,119171985,Female,Ependymoma variants,2012,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,118,120333643,Female,Ependymoma variants,2013,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,615,613253733,Female,Ependymoma variants,2013-2017,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,131,121537081,Female,Ependymoma variants,2014,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,133,122685213,Female,Ependymoma variants,2015,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,122,123817960,Female,Ependymoma variants,2016,0.1,0.1,0.1,
20+,0.1,0.1,0.1,Benign/Borderline,111,124879836,Female,Ependymoma variants,2017,0.1,0.1,0.1,
20+,0.2,0.3,0.3,Malignant,293,109112165,Female,Ependymoma/anaplastic ependymoma,2004,0.2,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,302,110320645,Female,Ependymoma/anaplastic ependymoma,2005,0.2,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,294,111567226,Female,Ependymoma/anaplastic ependymoma,2006,0.2,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,295,112783993,Female,Ependymoma/anaplastic ependymoma,2007,0.2,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,313,114027722,Female,Ependymoma/anaplastic ependymoma,2008,0.2,0.3,0.3,
20+,0.3,0.3,0.3,Malignant,345,115293599,Female,Ependymoma/anaplastic ependymoma,2009,0.3,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,296,116616265,Female,Ependymoma/anaplastic ependymoma,2010,0.2,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,297,117908205,Female,Ependymoma/anaplastic ependymoma,2011,0.2,0.3,0.3,
20+,0.2,0.3,0.3,Malignant,303,119171985,Female,Ependymoma/anaplastic ependymoma,2012,0.2,0.3,0.3,
20+,0.2,0.3,0.2,Malignant,275,120333643,Female,Ependymoma/anaplastic ependymoma,2013,0.2,0.3,0.2,
20+,0,0,0,Benign/Borderline,39,613253733,Female,Ependymoma/anaplastic ependymoma,2013-2017,0,0,0,
20+,0.2,0.2,0.2,Malignant,1335,613253733,Female,Ependymoma/anaplastic ependymoma,2013-2017,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Malignant,243,121537081,Female,Ependymoma/anaplastic ependymoma,2014,0.2,0.2,0.2,
20+,0.2,0.3,0.2,Malignant,274,122685213,Female,Ependymoma/anaplastic ependymoma,2015,0.2,0.3,0.2,
20+,0.2,0.2,0.2,Malignant,268,123817960,Female,Ependymoma/anaplastic ependymoma,2016,0.2,0.2,0.2,
20+,0.2,0.3,0.2,Malignant,275,124879836,Female,Ependymoma/anaplastic ependymoma,2017,0.2,0.2,0.2,
20+,0,0,0,Benign/Borderline,17,109112165,Female,Germ Cell Tumors,2004,0,0,0,
20+,0,0,0,Benign/Borderline,36,110320645,Female,Germ Cell Tumors,2005,0,0,0,
20+,0,0,0,Benign/Borderline,36,111567226,Female,Germ Cell Tumors,2006,0,0,0,
20+,0,0,0,Benign/Borderline,36,112783993,Female,Germ Cell Tumors,2007,0,0,0,
20+,0,0,0,Benign/Borderline,33,114027722,Female,Germ Cell Tumors,2008,0,0,0,
20+,0,0.1,0,Benign/Borderline,43,115293599,Female,Germ Cell Tumors,2009,0,0.1,0,
20+,0,0,0,Benign/Borderline,32,116616265,Female,Germ Cell Tumors,2010,0,0,0,
20+,0,0,0,Benign/Borderline,37,117908205,Female,Germ Cell Tumors,2011,0,0,0,
20+,0,0,0,Benign/Borderline,32,119171985,Female,Germ Cell Tumors,2012,0,0,0,
20+,0,0,0,Benign/Borderline,25,120333643,Female,Germ Cell Tumors,2013,0,0,0,
20+,0,0,0,Benign/Borderline,139,613253733,Female,Germ Cell Tumors,2013-2017,0,0,0,
20+,0,0,0,Malignant,31,613253733,Female,Germ Cell Tumors,2013-2017,0,0,0,
20+,0,0,0,Benign/Borderline,32,121537081,Female,Germ Cell Tumors,2014,0,0,0,
20+,0,0,0,Benign/Borderline,32,122685213,Female,Germ Cell Tumors,2015,0,0,0,
20+,0,0,0,Benign/Borderline,29,123817960,Female,Germ Cell Tumors,2016,0,0,0,
20+,0,0,0,Benign/Borderline,21,124879836,Female,Germ Cell Tumors,2017,0,0,0,
20+,3.4,3.6,3.5,Malignant,4095,109112165,Female,Glioblastoma,2004,3.6,3.9,3.8,
20+,3.4,3.6,3.5,Malignant,4161,110320645,Female,Glioblastoma,2005,3.7,3.9,3.8,
20+,3.5,3.7,3.6,Malignant,4293,111567226,Female,Glioblastoma,2006,3.7,4,3.8,
20+,3.5,3.7,3.6,Malignant,4371,112783993,Female,Glioblastoma,2007,3.8,4,3.9,
20+,3.4,3.6,3.5,Malignant,4404,114027722,Female,Glioblastoma,2008,3.7,4,3.9,
20+,3.4,3.6,3.5,Malignant,4481,115293599,Female,Glioblastoma,2009,3.8,4,3.9,
20+,3.4,3.6,3.5,Malignant,4616,116616265,Female,Glioblastoma,2010,3.8,4.1,4,
20+,3.4,3.6,3.5,Malignant,4587,117908205,Female,Glioblastoma,2011,3.8,4,3.9,
20+,3.5,3.7,3.6,Malignant,4865,119171985,Female,Glioblastoma,2012,4,4.2,4.1,
20+,3.4,3.6,3.5,Malignant,4915,120333643,Female,Glioblastoma,2013,4,4.2,4.1,
20+,3.5,3.5,3.5,Malignant,25162,613253733,Female,Glioblastoma,2013-2017,4.1,4.2,4.1,
20+,3.3,3.5,3.4,Malignant,4790,121537081,Female,Glioblastoma,2014,3.8,4.1,3.9,
20+,3.5,3.7,3.6,Malignant,5119,122685213,Female,Glioblastoma,2015,4.1,4.3,4.2,
20+,3.4,3.6,3.5,Malignant,5193,123817960,Female,Glioblastoma,2016,4.1,4.3,4.2,
20+,3.3,3.5,3.4,Malignant,5145,124879836,Female,Glioblastoma,2017,4,4.2,4.1,
20+,0.3,0.4,0.4,Malignant,423,109112165,Female,"Glioma malignant, NOS",2004,0.4,0.4,0.4,
20+,0.3,0.4,0.3,Malignant,392,110320645,Female,"Glioma malignant, NOS",2005,0.3,0.4,0.4,
20+,0.3,0.4,0.3,Malignant,398,111567226,Female,"Glioma malignant, NOS",2006,0.3,0.4,0.4,
20+,0.3,0.4,0.3,Malignant,413,112783993,Female,"Glioma malignant, NOS",2007,0.3,0.4,0.4,
20+,0.3,0.4,0.4,Malignant,445,114027722,Female,"Glioma malignant, NOS",2008,0.4,0.4,0.4,
20+,0.4,0.5,0.4,Malignant,512,115293599,Female,"Glioma malignant, NOS",2009,0.4,0.5,0.4,
20+,0.3,0.4,0.3,Malignant,411,116616265,Female,"Glioma malignant, NOS",2010,0.3,0.4,0.4,
20+,0.3,0.4,0.4,Malignant,450,117908205,Female,"Glioma malignant, NOS",2011,0.3,0.4,0.4,
20+,0,0,0,Benign/Borderline,17,119171985,Female,"Glioma malignant, NOS",2012,0,0,0,
20+,0.3,0.4,0.3,Malignant,437,119171985,Female,"Glioma malignant, NOS",2012,0.3,0.4,0.4,
20+,0,0,0,Benign/Borderline,18,120333643,Female,"Glioma malignant, NOS",2013,0,0,0,
20+,0.3,0.4,0.4,Malignant,457,120333643,Female,"Glioma malignant, NOS",2013,0.3,0.4,0.4,
20+,0,0,0,Benign/Borderline,117,613253733,Female,"Glioma malignant, NOS",2013-2017,0,0,0,
20+,0.4,0.4,0.4,Malignant,2453,613253733,Female,"Glioma malignant, NOS",2013-2017,0.4,0.4,0.4,
20+,0,0,0,Benign/Borderline,25,121537081,Female,"Glioma malignant, NOS",2014,0,0,0,
20+,0.3,0.4,0.3,Malignant,444,121537081,Female,"Glioma malignant, NOS",2014,0.3,0.4,0.4,
20+,0,0,0,Benign/Borderline,27,122685213,Female,"Glioma malignant, NOS",2015,0,0,0,
20+,0.4,0.4,0.4,Malignant,514,122685213,Female,"Glioma malignant, NOS",2015,0.4,0.5,0.4,
20+,0,0,0,Benign/Borderline,19,123817960,Female,"Glioma malignant, NOS",2016,0,0,0,
20+,0.3,0.4,0.4,Malignant,520,123817960,Female,"Glioma malignant, NOS",2016,0.4,0.5,0.4,
20+,0,0,0,Benign/Borderline,28,124879836,Female,"Glioma malignant, NOS",2017,0,0,0,
20+,0.4,0.4,0.4,Malignant,518,124879836,Female,"Glioma malignant, NOS",2017,0.4,0.5,0.4,
20+,0.2,0.2,0.2,Benign/Borderline,206,109112165,Female,Hemangioblastoma,2004,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,230,110320645,Female,Hemangioblastoma,2005,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,222,111567226,Female,Hemangioblastoma,2006,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,217,112783993,Female,Hemangioblastoma,2007,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,239,114027722,Female,Hemangioblastoma,2008,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,237,115293599,Female,Hemangioblastoma,2009,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,225,116616265,Female,Hemangioblastoma,2010,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,246,117908205,Female,Hemangioblastoma,2011,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,257,119171985,Female,Hemangioblastoma,2012,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,235,120333643,Female,Hemangioblastoma,2013,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,1167,613253733,Female,Hemangioblastoma,2013-2017,0.2,0.2,0.2,
20+,0,0,0,Malignant,18,613253733,Female,Hemangioblastoma,2013-2017,0,0,0,
20+,0.2,0.2,0.2,Benign/Borderline,217,121537081,Female,Hemangioblastoma,2014,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,243,122685213,Female,Hemangioblastoma,2015,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,261,123817960,Female,Hemangioblastoma,2016,0.2,0.2,0.2,
20+,0.1,0.2,0.2,Benign/Borderline,211,124879836,Female,Hemangioblastoma,2017,0.1,0.2,0.2,
20+,0.2,0.2,0.2,Benign/Borderline,235,109112165,Female,Hemangioma,2004,0.2,0.2,0.2,
20+,0.2,0.3,0.3,Benign/Borderline,286,110320645,Female,Hemangioma,2005,0.2,0.3,0.3,
20+,0.3,0.3,0.3,Benign/Borderline,319,111567226,Female,Hemangioma,2006,0.3,0.3,0.3,
20+,0.3,0.4,0.3,Benign/Borderline,368,112783993,Female,Hemangioma,2007,0.3,0.4,0.3,
20+,0.4,0.4,0.4,Benign/Borderline,469,114027722,Female,Hemangioma,2008,0.4,0.5,0.4,
20+,0.4,0.5,0.5,Benign/Borderline,526,115293599,Female,Hemangioma,2009,0.4,0.5,0.5,
20+,0.5,0.6,0.6,Benign/Borderline,655,116616265,Female,Hemangioma,2010,0.5,0.6,0.6,
20+,0.6,0.6,0.6,Benign/Borderline,715,117908205,Female,Hemangioma,2011,0.6,0.7,0.6,
20+,0.5,0.6,0.6,Benign/Borderline,715,119171985,Female,Hemangioma,2012,0.6,0.6,0.6,
20+,0.5,0.6,0.6,Benign/Borderline,723,120333643,Female,Hemangioma,2013,0.6,0.6,0.6,
20+,0.5,0.5,0.5,Benign/Borderline,2937,613253733,Female,Hemangioma,2013-2017,0.5,0.5,0.5,
20+,0.5,0.6,0.5,Benign/Borderline,648,121537081,Female,Hemangioma,2014,0.5,0.6,0.5,
20+,0.4,0.5,0.4,Benign/Borderline,566,122685213,Female,Hemangioma,2015,0.4,0.5,0.5,
20+,0.4,0.5,0.4,Benign/Borderline,526,123817960,Female,Hemangioma,2016,0.4,0.5,0.4,
20+,0.3,0.4,0.4,Benign/Borderline,474,124879836,Female,Hemangioma,2017,0.3,0.4,0.4,
20+,0,0,0,Malignant,24,109112165,Female,Local Extensions from Regional Tumors,2004,0,0,0,
20+,0,0,0,Malignant,22,110320645,Female,Local Extensions from Regional Tumors,2005,0,0,0,
20+,0,0,0,Malignant,18,111567226,Female,Local Extensions from Regional Tumors,2006,0,0,0,
20+,0,0,0,Malignant,25,112783993,Female,Local Extensions from Regional Tumors,2007,0,0,0,
20+,0,0,0,Malignant,22,114027722,Female,Local Extensions from Regional Tumors,2008,0,0,0,
20+,0,0,0,Malignant,24,115293599,Female,Local Extensions from Regional Tumors,2009,0,0,0,
20+,0,0,0,Malignant,24,116616265,Female,Local Extensions from Regional Tumors,2010,0,0,0,
20+,0,0,0,Malignant,20,117908205,Female,Local Extensions from Regional Tumors,2011,0,0,0,
20+,0,0,0,Malignant,20,119171985,Female,Local Extensions from Regional Tumors,2012,0,0,0,
20+,0,0,0,Malignant,90,613253733,Female,Local Extensions from Regional Tumors,2013-2017,0,0,0,
20+,0,0,0,Malignant,26,121537081,Female,Local Extensions from Regional Tumors,2014,0,0,0,
20+,0,0,0,Malignant,19,122685213,Female,Local Extensions from Regional Tumors,2015,0,0,0,
20+,0,0,0,Malignant,16,123817960,Female,Local Extensions from Regional Tumors,2016,0,0,0,
20+,0.5,0.6,0.5,Malignant,591,109112165,Female,Lymphomas and Hematopoietic Neoplasms,2004,0.5,0.6,0.5,
20+,0.5,0.6,0.6,Malignant,662,110320645,Female,Lymphomas and Hematopoietic Neoplasms,2005,0.6,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,674,111567226,Female,Lymphomas and Hematopoietic Neoplasms,2006,0.6,0.7,0.6,
20+,0.5,0.6,0.5,Malignant,640,112783993,Female,Lymphomas and Hematopoietic Neoplasms,2007,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,701,114027722,Female,Lymphomas and Hematopoietic Neoplasms,2008,0.6,0.7,0.6,
20+,0.5,0.6,0.5,Malignant,665,115293599,Female,Lymphomas and Hematopoietic Neoplasms,2009,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,749,116616265,Female,Lymphomas and Hematopoietic Neoplasms,2010,0.6,0.7,0.6,
20+,0.5,0.6,0.6,Malignant,718,117908205,Female,Lymphomas and Hematopoietic Neoplasms,2011,0.6,0.7,0.6,
20+,0.5,0.6,0.5,Malignant,705,119171985,Female,Lymphomas and Hematopoietic Neoplasms,2012,0.5,0.6,0.6,
20+,0.5,0.6,0.6,Malignant,741,120333643,Female,Lymphomas and Hematopoietic Neoplasms,2013,0.6,0.7,0.6,
20+,0.5,0.6,0.6,Malignant,3973,613253733,Female,Lymphomas and Hematopoietic Neoplasms,2013-2017,0.6,0.7,0.6,
20+,0.5,0.6,0.6,Malignant,816,121537081,Female,Lymphomas and Hematopoietic Neoplasms,2014,0.6,0.7,0.7,
20+,0.5,0.6,0.5,Malignant,757,122685213,Female,Lymphomas and Hematopoietic Neoplasms,2015,0.6,0.7,0.6,
20+,0.5,0.6,0.6,Malignant,831,123817960,Female,Lymphomas and Hematopoietic Neoplasms,2016,0.6,0.7,0.7,
20+,0.5,0.6,0.6,Malignant,828,124879836,Female,Lymphomas and Hematopoietic Neoplasms,2017,0.6,0.7,0.7,
20+,12,12.4,12.2,Benign/Borderline,14154,109112165,Female,Meningioma,2004,12.8,13.2,13,
20+,0.2,0.3,0.2,Malignant,272,109112165,Female,Meningioma,2004,0.2,0.3,0.2,
20+,13.5,13.9,13.7,Benign/Borderline,16224,110320645,Female,Meningioma,2005,14.5,14.9,14.7,
20+,0.2,0.3,0.2,Malignant,280,110320645,Female,Meningioma,2005,0.2,0.3,0.3,
20+,14.1,14.6,14.4,Benign/Borderline,17268,111567226,Female,Meningioma,2006,15.2,15.7,15.5,
20+,0.2,0.2,0.2,Malignant,252,111567226,Female,Meningioma,2006,0.2,0.3,0.2,
20+,14.7,15.1,14.9,Benign/Borderline,18179,112783993,Female,Meningioma,2007,15.9,16.4,16.1,
20+,0.2,0.2,0.2,Malignant,270,112783993,Female,Meningioma,2007,0.2,0.3,0.2,
20+,15.4,15.9,15.6,Benign/Borderline,19444,114027722,Female,Meningioma,2008,16.8,17.3,17.1,
20+,0.2,0.2,0.2,Malignant,217,114027722,Female,Meningioma,2008,0.2,0.2,0.2,
20+,16.4,16.9,16.6,Benign/Borderline,21050,115293599,Female,Meningioma,2009,18,18.5,18.3,
20+,0.1,0.2,0.2,Malignant,200,115293599,Female,Meningioma,2009,0.2,0.2,0.2,
20+,15.8,16.3,16,Benign/Borderline,20634,116616265,Female,Meningioma,2010,17.5,17.9,17.7,
20+,0.1,0.2,0.2,Malignant,206,116616265,Female,Meningioma,2010,0.2,0.2,0.2,
20+,15.9,16.4,16.1,Benign/Borderline,21018,117908205,Female,Meningioma,2011,17.6,18.1,17.8,
20+,0.1,0.2,0.1,Malignant,186,117908205,Female,Meningioma,2011,0.1,0.2,0.2,
20+,16.2,16.6,16.4,Benign/Borderline,21787,119171985,Female,Meningioma,2012,18,18.5,18.3,
20+,0.1,0.2,0.2,Malignant,202,119171985,Female,Meningioma,2012,0.1,0.2,0.2,
20+,16.3,16.7,16.5,Benign/Borderline,22189,120333643,Female,Meningioma,2013,18.2,18.7,18.4,
20+,0.1,0.2,0.2,Malignant,223,120333643,Female,Meningioma,2013,0.2,0.2,0.2,
20+,16.7,16.9,16.8,Benign/Borderline,117335,613253733,Female,Meningioma,2013-2017,19,19.2,19.1,
20+,0.1,0.1,0.1,Malignant,974,613253733,Female,Meningioma,2013-2017,0.1,0.2,0.2,
20+,16.5,17,16.8,Benign/Borderline,22992,121537081,Female,Meningioma,2014,18.7,19.2,18.9,
20+,0.1,0.2,0.2,Malignant,218,121537081,Female,Meningioma,2014,0.2,0.2,0.2,
20+,16.9,17.3,17.1,Benign/Borderline,23841,122685213,Female,Meningioma,2015,19.2,19.7,19.4,
20+,0.1,0.2,0.1,Malignant,196,122685213,Female,Meningioma,2015,0.1,0.2,0.2,
20+,16.9,17.4,17.1,Benign/Borderline,24189,123817960,Female,Meningioma,2016,19.3,19.8,19.5,
20+,0.1,0.1,0.1,Malignant,164,123817960,Female,Meningioma,2016,0.1,0.2,0.1,
20+,16.5,17,16.7,Benign/Borderline,24124,124879836,Female,Meningioma,2017,19.1,19.6,19.3,
20+,0.1,0.1,0.1,Malignant,173,124879836,Female,Meningioma,2017,0.1,0.2,0.1,
20+,0.2,0.2,0.2,Malignant,197,109112165,Female,Mixed glioma,2004,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Malignant,236,110320645,Female,Mixed glioma,2005,0.2,0.2,0.2,
20+,0.2,0.3,0.2,Malignant,273,111567226,Female,Mixed glioma,2006,0.2,0.3,0.2,
20+,0.2,0.2,0.2,Malignant,239,112783993,Female,Mixed glioma,2007,0.2,0.2,0.2,
20+,0.2,0.3,0.2,Malignant,263,114027722,Female,Mixed glioma,2008,0.2,0.3,0.2,
20+,0.2,0.3,0.3,Malignant,286,115293599,Female,Mixed glioma,2009,0.2,0.3,0.2,
20+,0.2,0.3,0.2,Malignant,270,116616265,Female,Mixed glioma,2010,0.2,0.3,0.2,
20+,0.2,0.3,0.2,Malignant,272,117908205,Female,Mixed glioma,2011,0.2,0.3,0.2,
20+,0.2,0.2,0.2,Malignant,242,119171985,Female,Mixed glioma,2012,0.2,0.2,0.2,
20+,0.2,0.2,0.2,Malignant,248,120333643,Female,Mixed glioma,2013,0.2,0.2,0.2,
20+,0.1,0.1,0.1,Malignant,650,613253733,Female,Mixed glioma,2013-2017,0.1,0.1,0.1,
20+,0.1,0.2,0.2,Malignant,199,121537081,Female,Mixed glioma,2014,0.1,0.2,0.2,
20+,0.1,0.1,0.1,Malignant,130,122685213,Female,Mixed glioma,2015,0.1,0.1,0.1,
20+,0,0,0,Malignant,42,123817960,Female,Mixed glioma,2016,0,0,0,
20+,0,0,0,Malignant,31,124879836,Female,Mixed glioma,2017,0,0,0,
20+,0.5,0.6,0.6,Benign/Borderline,687,109112165,Female,"Neoplasm, unspecified",2004,0.6,0.7,0.6,
20+,0.5,0.6,0.6,Malignant,703,109112165,Female,"Neoplasm, unspecified",2004,0.6,0.7,0.6,
20+,0.7,0.8,0.7,Benign/Borderline,869,110320645,Female,"Neoplasm, unspecified",2005,0.7,0.8,0.8,
20+,0.5,0.6,0.6,Malignant,719,110320645,Female,"Neoplasm, unspecified",2005,0.6,0.7,0.7,
20+,0.6,0.7,0.7,Benign/Borderline,803,111567226,Female,"Neoplasm, unspecified",2006,0.7,0.8,0.7,
20+,0.5,0.6,0.6,Malignant,721,111567226,Female,"Neoplasm, unspecified",2006,0.6,0.7,0.6,
20+,0.6,0.7,0.7,Benign/Borderline,836,112783993,Female,"Neoplasm, unspecified",2007,0.7,0.8,0.7,
20+,0.5,0.5,0.5,Malignant,652,112783993,Female,"Neoplasm, unspecified",2007,0.5,0.6,0.6,
20+,0.6,0.7,0.7,Benign/Borderline,835,114027722,Female,"Neoplasm, unspecified",2008,0.7,0.8,0.7,
20+,0.5,0.6,0.6,Malignant,751,114027722,Female,"Neoplasm, unspecified",2008,0.6,0.7,0.7,
20+,0.7,0.8,0.7,Benign/Borderline,919,115293599,Female,"Neoplasm, unspecified",2009,0.7,0.9,0.8,
20+,0.5,0.6,0.6,Malignant,785,115293599,Female,"Neoplasm, unspecified",2009,0.6,0.7,0.7,
20+,0.6,0.7,0.6,Benign/Borderline,819,116616265,Female,"Neoplasm, unspecified",2010,0.7,0.8,0.7,
20+,0.4,0.5,0.5,Malignant,650,116616265,Female,"Neoplasm, unspecified",2010,0.5,0.6,0.6,
20+,0.6,0.7,0.7,Benign/Borderline,839,117908205,Female,"Neoplasm, unspecified",2011,0.7,0.8,0.7,
20+,0.4,0.5,0.5,Malignant,647,117908205,Female,"Neoplasm, unspecified",2011,0.5,0.6,0.5,
20+,0.6,0.7,0.7,Benign/Borderline,872,119171985,Female,"Neoplasm, unspecified",2012,0.7,0.8,0.7,
20+,0.4,0.5,0.5,Malignant,654,119171985,Female,"Neoplasm, unspecified",2012,0.5,0.6,0.5,
20+,0.6,0.6,0.6,Benign/Borderline,797,120333643,Female,"Neoplasm, unspecified",2013,0.6,0.7,0.7,
20+,0.4,0.5,0.5,Malignant,664,120333643,Female,"Neoplasm, unspecified",2013,0.5,0.6,0.6,
20+,0.6,0.6,0.6,Benign/Borderline,3958,613253733,Female,"Neoplasm, unspecified",2013-2017,0.6,0.7,0.6,
20+,0.4,0.5,0.4,Malignant,3382,613253733,Female,"Neoplasm, unspecified",2013-2017,0.5,0.6,0.6,
20+,0.6,0.7,0.6,Benign/Borderline,868,121537081,Female,"Neoplasm, unspecified",2014,0.7,0.8,0.7,
20+,0.5,0.5,0.5,Malignant,738,121537081,Female,"Neoplasm, unspecified",2014,0.6,0.7,0.6,
20+,0.6,0.7,0.6,Benign/Borderline,837,122685213,Female,"Neoplasm, unspecified",2015,0.6,0.7,0.7,
20+,0.4,0.5,0.5,Malignant,726,122685213,Female,"Neoplasm, unspecified",2015,0.5,0.6,0.6,
20+,0.5,0.6,0.5,Benign/Borderline,757,123817960,Female,"Neoplasm, unspecified",2016,0.6,0.7,0.6,
20+,0.4,0.4,0.4,Malignant,601,123817960,Female,"Neoplasm, unspecified",2016,0.4,0.5,0.5,
